"Note, segments apply to signed in customers only. Guest visitors will not see popup, if any segment is selected.",หมายเหตุเซ็กเมนต์ใช้กับการลงนามในลูกค้าเท่านั้น ผู้เข้าชมแขกจะไม่เห็นป๊อปอัปหากเลือกเซ็กเมนต์ใด ๆ,module,Aheadworks_Popup
Once cursor is moved outside the page,เมื่อเคอร์เซอร์ถูกย้ายออกไปนอกหน้า,module,Aheadworks_Popup
Once customer viewed X pages,เมื่อลูกค้าดูหน้า x,module,Aheadworks_Popup
"Once popup is shown to the customer, it will not be shown to him again within the next X minutes",เมื่อป๊อปอัปแสดงให้ลูกค้าเห็นจะไม่แสดงให้เขาเห็นอีกครั้งภายใน x นาทีถัดไป,module,Aheadworks_Popup
Once the page is scrolled by X%,เมื่อหน้าถูกเลื่อนด้วย x%,module,Aheadworks_Popup
Popup Content,เนื้อหาป๊อปอัป,module,Aheadworks_Popup
Popup Design,การออกแบบป๊อปอัป,module,Aheadworks_Popup
Popup Pro by Aheadworks,ป๊อปอัพโปรโดยข้างหน้า,module,Aheadworks_Popup
Popup was successfully deleted.,ป๊อปอัปถูกลบออกไปสำเร็จ,module,Aheadworks_Popup
Popup was successfully saved,ป๊อปอัปได้รับการบันทึกสำเร็จ,module,Aheadworks_Popup
Position,ตำแหน่ง,module,Aheadworks_Popup
Preview,แสดงตัวอย่าง,module,Aheadworks_Popup
Product Attributes,คุณลักษณะของผลิตภัณฑ์,module,Aheadworks_Popup
Product Pages,หน้าผลิตภัณฑ์,module,Aheadworks_Popup
Readme,readme,module,Aheadworks_Popup
Reset Statistics,รีเซ็ตสถิติ,module,Aheadworks_Popup
Save,บันทึก,module,Aheadworks_Popup
Save and Continue Edit,บันทึกและแก้ไขต่อไป,module,Aheadworks_Popup
Save as New,บันทึกเป็นใหม่,module,Aheadworks_Popup
Select...,เลือก...,module,Aheadworks_Popup
Shopping Cart,ตะกร้าสินค้า,module,Aheadworks_Popup
Something went wrong while saving the popup.,มีบางอย่างผิดปกติในขณะที่บันทึกป๊อปอัป,module,Aheadworks_Popup
Statistics,สถิติ,module,Aheadworks_Popup
Status,สถานะ,module,Aheadworks_Popup
Store View,ร้านค้า,module,Aheadworks_Popup
This popup no longer exists.,ป๊อปอัปนี้ไม่มีอยู่อีกต่อไป,module,Aheadworks_Popup
To,ถึง,module,Aheadworks_Popup
to,ถึง,module,Aheadworks_Popup
Top center,ศูนย์กลาง,module,Aheadworks_Popup
Top left,บนซ้าย,module,Aheadworks_Popup
Top right,ด้านบนขวา,module,Aheadworks_Popup
Views,มุมมอง,module,Aheadworks_Popup
Where to Display,สถานที่แสดง,module,Aheadworks_Popup
X equals to,x เท่ากับ,module,Aheadworks_Popup
X seconds after the page is loaded,x วินาทีหลังจากโหลดหน้าเว็บ,module,Aheadworks_Popup
Zoom-out,ซูมออก,module,Aheadworks_Popup
""" to comment.""",""" ที่ต้องใส่ความเห็น.""",module,Amasty_Blog
""" to reply.""",""" ที่ต้องตอบกลับ.""",module,Amasty_Blog
"""By ""","""โดย """,module,Amasty_Blog
"""Please ""","""โปรด """,module,Amasty_Blog
%1 at %2,%1 at %2,module,Amasty_Blog
%1 comment,%1 comment,module,Amasty_Blog
%1 comments,%1 comments,module,Amasty_Blog
%1 day ago,%1 day ago,module,Amasty_Blog
%1 days ago,%1 days ago,module,Amasty_Blog
%1 month ago,%1 month ago,module,Amasty_Blog
%1 months ago,%1 months ago,module,Amasty_Blog
%1 of %2,%1 of %2,module,Amasty_Blog
%1 view(s),%1 view(s),module,Amasty_Blog
%1 year ago,%1 year ago,module,Amasty_Blog
%1 years ago,%1 years ago,module,Amasty_Blog
Comments were not found,ไม่พบความคิดเห็น,module,Amasty_Blog
Did you like this post?,คุณชอบโพสต์นี้หรือไม่?,module,Amasty_Blog
Don\'t have an account?,ไม่มีบัญชี?,module,Amasty_Blog
Find some...,ค้นหา ...,module,Amasty_Blog
Leave a comment,ทิ้งข้อความไว้,module,Amasty_Blog
Leave a reply to %1,ฝากคำตอบไปที่ %1,module,Amasty_Blog
Leave your reply here...,ทิ้งคำตอบของคุณไว้ที่นี่ ...,module,Amasty_Blog
login,เข้าสู่ระบบ,module,Amasty_Blog
New comments for this post are not allowed,ไม่อนุญาตความคิดเห็นใหม่สำหรับโพสต์นี้,module,Amasty_Blog
Newer Entries,รายการใหม่กว่า,module,Amasty_Blog
No comments,ไม่มีความคิดเห็น,module,Amasty_Blog
Older Entries,รายการเก่ากว่า,module,Amasty_Blog
Post comment,เขียนความคิดเห็น,module,Amasty_Blog
Posted in:,โพสต์ใน:,module,Amasty_Blog
Recent Comments,ความเห็นล่าสุด,module,Amasty_Blog
Recent Post,โพสต์ล่าสุด,module,Amasty_Blog
Related Posts,กระทู้ที่เกี่ยวข้อง,module,Amasty_Blog
Reply,ตอบกลับ,module,Amasty_Blog
Search The Blog,ค้นหาบล็อก,module,Amasty_Blog
Show comments,แสดงความคิดเห็น,module,Amasty_Blog
Showing %1 comments,แสดง %1 ความคิดเห็น,module,Amasty_Blog
Tags were not found,ไม่พบแท็ก,module,Amasty_Blog
There are no posts yet.,ยังไม่มีโพสต์,module,Amasty_Blog
This comment will become public after administrator approval.,ความคิดเห็นนี้จะกลายเป็นสาธารณะหลังจากการอนุมัติของผู้ดูแลระบบ,module,Amasty_Blog
Today,วันนี้,module,Amasty_Blog
Yesterday,เมื่อวาน,module,Amasty_Blog
Your message on review,ข้อความของคุณเกี่ยวกับการตรวจสอบ,module,Amasty_Blog
Sign Up for free,สมัครสมาชิคฟรี,module,Amasty_Blog
[edit],[แก้ไข],module,Amasty_Checkout
Something went wrong while creating an account. Please contact us so we can assist you.,มีบางอย่างผิดปกติในขณะที่สร้างบัญชี โปรดติดต่อเราเพื่อให้เราสามารถช่วยเหลือคุณได้,module,Amasty_Checkout
Please update or cancel Billing Address Form.,กรุณาอัปเดตหรือยกเลิกแบบฟอร์มที่อยู่สำหรับเรียกเก็บเงิน,module,Amasty_Checkout
Gift Messages,คำอวยพรของขวัญ,module,Amasty_Checkout
Gift Message for %1 (optional),คำอวยพรของขวัญสำหรับ %1,module,Amasty_Checkout
Gift Message for Rival Field Messenger (optional),คำอวยพรของขวัญสำหรับ Rival Field Messenger,module,Amasty_Checkout
optional,ทางเลือกเพิ่มเติม,module,Amasty_Checkout
Add a gift message,เพิ่มคำอวยพรของขวัญ,module,Amasty_Checkout
Order details:,รายละเอียดการสั่งซื้อ:,module,Amasty_Checkout
Your order # is,เลขที่คำสั่งซื้อของคุณคือ,module,Amasty_Checkout
Whole Order,ออเดอร์ทั้งหมด,module,Amasty_Checkout
Gift messages has been successfully updated,อัปเดตคำอวยพรของขวัญเรียบร้อยแล้ว,module,Amasty_Checkout
%1 doesn't implement SortInterface,%1 doesn't implement SortInterface,module,Amasty_CPS
Amasty Custom Product Sorting indexation error: Brand attribute is not set,amasty custom product orporation ข้อผิดพลาดข้อผิดพลาด: แอตทริบิวต์แบรนด์ไม่ได้ตั้งค่า,module,Amasty_CPS
Custom Product Sorting,การเรียงลำดับผลิตภัณฑ์ที่กำหนดเอง,module,Amasty_CPS
Default Sorting,การเรียงลำดับเริ่มต้น,module,Amasty_CPS
In Stock,มีสินค้า,module,Amasty_CPS
Information,ข้อมูล,module,Amasty_CPS
Move out of stock to bottom,ย้ายออกจากสต็อกไปด้านล่าง,module,Amasty_CPS
Name: Ascending,ชื่อ: ขึ้นไป,module,Amasty_CPS
Name: Descending,ชื่อ: ลงมา,module,Amasty_CPS
Newest products first,ผลิตภัณฑ์ใหม่ล่าสุดก่อน,module,Amasty_CPS
No,ไม่,module,Amasty_CPS
Out of Stock,สินค้าหมด,module,Amasty_CPS
Page Products,ผลิตภัณฑ์เพจ,module,Amasty_CPS
"Please be informed that application of sorting on All Store Views level may return
  incorrect results due to product availability status, price differences, etc. For more accurate results we
  recommend to configure products sequence on Store View level.", "โปรดทราบว่าแอปพลิเคชันการเรียงลำดับในทุกระดับมุมมองร้านค้าอาจส่งคืน
ผลลัพธ์ที่ไม่ถูกต้องเนื่องจากสถานะความพร้อมของผลิตภัณฑ์ความแตกต่างของราคา ฯลฯ สำหรับผลลัพธ์ที่แม่นยำยิ่งขึ้นเรา
แนะนำให้กำหนดค่าลำดับผลิตภัณฑ์ในระดับมุมมองร้านค้า ",module,Amasty_CPS
Please update Amasty Base module. Re-upload it and replace all the files.,โปรดอัปเดตโมดูลพื้นฐาน Amasty อัปโหลดใหม่และแทนที่ไฟล์ทั้งหมด,module,Amasty_CPS
Price: Ascending,ราคา: น้อยไปมาก,module,Amasty_CPS
Price: Descending,ราคา: ลงมา,module,Amasty_CPS
Products,สินค้า,module,Amasty_CPS
Requested sort method does not have proper method instance,วิธีการเรียงลำดับที่ร้องขอไม่มีอินสแตนซ์วิธีการที่เหมาะสม,module,Amasty_CPS
Search,ค้นหา,module,Amasty_CPS
Search by SKU or name,ค้นหาโดย SKU หรือชื่อ,module,Amasty_CPS
Set 'No' to configure custom display order of products for current store view.,ตั้งค่า 'ไม่' เพื่อกำหนดค่าการแสดงผลที่กำหนดเองของผลิตภัณฑ์สำหรับมุมมองร้านค้าปัจจุบัน,module,Amasty_CPS
Sort,เรียงลำดับ,module,Amasty_CPS
Sort Order,ลำดับ,module,Amasty_CPS
The order of products on brand pages (configured in Brand Management tab) will be lost.,ลำดับของผลิตภัณฑ์บนหน้าแบรนด์ (กำหนดค่าในแท็บการจัดการแบรนด์) จะหายไป,module,Amasty_CPS
Use Default,ใช้ค่าเริ่มต้น,module,Amasty_CPS
Warning message,ข้อความเตือน,module,Amasty_CPS
Yes,ใช่,module,Amasty_CPS
None,ไม่มี,module,Amasty_CPS
Hide form,ซ่อนแบบฟอร์ม,module,Amasty_Faq
Back to Product,กลับไปที่สินค้า,module,Amasty_Faq
"Find answer (deliver, etc.)","ค้าหาคำตอบ (การขนส่ง, อื่นๆ)",module,Amasty_Faq
Question,คำถาม,module,Amasty_Faq
Product Questions,คำถามเก่ยวกับสินค้า,module,Amasty_Faq
Your question:,คำถามของคุณคือ,module,Amasty_Faq
Customer Questions,คำถามของลูกค้า,module,Amasty_Faq
Did you find what you were looking for?,คุณได้รับคำตอบที่คุณถามหรือไม่,module,Amasty_Faq
Your name:,ชื่อ:,module,Amasty_Faq
Hide results,ซ่อนการแสดงผล,module,Amasty_Faq
View all,ดูทั้งหมด,module,Amasty_Faq
Ask a Question,ถามคำถาม,module,Amasty_Faq
"Search results for ""%1"":","ผลการค้นหาสำหรับ ""%1""",module,Amasty_Faq
Type your question here...,พิมพ์คำถามของคุณตรงนี้,module,Amasty_Faq
No Questions,ไม่พบคำถาม,module,Amasty_Faq
No categories to display. Create or enable categories.,ไม่พบหมวดหมู่นี้ สร้างหรือเปิดการใช้งานหมวดหมู่,module,Amasty_Faq
get notification on email when the answer is ready,รับการแจ้งเตือนเมื่อได้รับคำตอบ,module,Amasty_Faq
Send the Question,ส่งคำถาม:,module,Amasty_Faq
See all results,แสดงผลทั้งหมด,module,Amasty_Faq
Categories:,หมวดหมู่:,module,Amasty_Faq
Category:,หมวดหมู่:,module,Amasty_Faq
Your e-mail:,อีเมลของคุณ:,module,Amasty_Faq
Invalid Form Key. Please refresh the page.,รูปแบบคีย์ไม่โปรดรีเฟรชหน้าจอ,module,Amasty_Gdpr
Access denied.,การเข้าใช้ถูกปฏิเสธ,module,Amasty_Gdpr
Anonymise personal data,การจัดการปิดข้อมูลส่วนตัว,module,Amasty_Gdpr
Invalid Policy action.,การดำเนินการที่เกี่ยวกับนโยบายไม่ถูกต้อง,module,Amasty_Gdpr
Privacy Settings,การตั้งค่าความเป็นส่วนตัว,module,Amasty_Gdpr
"Anonymising your personal data means that it will be replaced with non-personal anonymous information and before that you will get your new login to your e-mail address (your password will stay the same). After this process, your e-mail address and all other personal data will be removed from the website.",การปิดบังข้อมูลส่วนบุคคลของคุณหมายความว่าข้อมูลนั้นจะถูกแทนที่ด้วยข้อมูลที่ไม่เปิดเผยตัวตน และก่อนหน้านั้นคุณจะได้รับข้อมูลการเข้าสู่ระบบใหม่ไปยังที่อยู่อีเมลของคุณ (รหัสผ่านของคุณจะยังคงเหมือนเดิม) หลังจากกระบวนการนี้ ที่อยู่อีเมลของคุณและข้อมูลส่วนบุคคลอื่น ๆ ทั้งหมดจะถูกลบออกจากเว็บไซต์,module,Amasty_Gdpr
Anonymisation was successful,การปิดบังข้อมูลสำเร็จแล้ว,module,Amasty_Gdpr
Automatic Delete,การลบโดยอัตโนมัติ,module,Amasty_Gdpr
Given Consent,การให้ความยินยอม,module,Amasty_Gdpr
An error has occurred,เกิดข้อผิดพลาด,module,Amasty_Gdpr
"Thank you, your account delete request was recorded.",ขอขอบคุณ คำขอลบบัญชีของคุณได้รับการบันทึกแล้ว,module,Amasty_Gdpr
Thank you for your cooperation. Your consent was recorded.,ขอบคุณสำหรับความร่วมมือ เราได้บันทึกความยินยอมของคุณแล้ว,module,Amasty_Gdpr
Data Anonymised by Customer,ข้อมูลถูกปิดโดยลูกค้า,module,Amasty_Gdpr
Data Anonymised by Admin,ข้อมูลถูกปิดโดยแอดมิน,module,Amasty_Gdpr
Personal Data Deleted by Admin,ข้อมูลส่วนตัวถูกลบโดยแอดมิน,module,Amasty_Gdpr
Customer's Request,คำขอของลูกค้า,module,Amasty_Gdpr
Delete Request Approved,คำขอลบข้อมูลได้รับการอนุมัติ,module,Amasty_Gdpr
Delete Request Denied,คำขอลบข้อมูลถูกปฏิเสธ,module,Amasty_Gdpr
Your delete account request is awaiting for the review by the administrator.,คำขอลบบัญชีของคุณกำลังรอการตรวจสอบโดยแอดมิน,module,Amasty_Gdpr
"Request to remove your account, together with all your personal data, will be processed by our staff.<br>Deleting your account will remove all the purchase history, discounts, orders, invoices and all other information that might be related to your account or your purchases.<br>All your orders and similar information will be lost. You will not be able to restore access to your account after we approve your removal request.",คำขอให้ลบบัญชีของคุณ และข้อมูลส่วนบุคคลทั้งหมดของคุณจะถูกดำเนินการโดยเจ้าหน้าที่ของเรา<br>การลบบัญชีของคุณจะลบประวัติการซื้อ ส่วนลด คำสั่งซื้อ ใบแจ้งหนี้ และข้อมูลอื่น ๆ ทั้งหมดที่อาจเกี่ยวข้องกับบัญชีของคุณหรือ การสั่งซื้อของคุณ<br>คำสั่งซื้อและข้อมูลที่คล้ายกันทั้งหมดของคุณจะสูญหาย คุณจะไม่สามารถกู้คืนการเข้าถึงบัญชีของคุณได้หลังจากที่เราอนุมัติคำขอลบของคุณ,module,Amasty_Gdpr
Here you can download a copy of your personal data which we store for your account in CSV format.,คุณสามารถดาวน์โหลดสำเนาข้อมูลส่วนบุคคลของคุณที่เราจัดเก็บไว้สำหรับบัญชีของคุณในรูปแบบ CSV ได้ที่นี่,module,Amasty_Gdpr
Here you can download a copy of your personal data which we store for your order in CSV format.,คุณสามารถดาวน์โหลดสำเนาข้อมูลส่วนบุคคลของคุณที่เราจัดเก็บสำหรับการสั่งซื้อของคุณในรูปแบบ CSV ได้ที่นี่,module,Amasty_Gdpr
Here you can opt in or opt out from consents that were previously given.,คุณสามารถเลือกเข้าร่วมหรือเลือกไม่รับความยินยอมที่ให้ไว้ก่อนหน้านี้ได้ที่นี่,module,Amasty_Gdpr
I understand and I want to delete my account,ฉันเข้าใจและฉันต้องการลบบัญชีของฉัน,module,Amasty_Gdpr
I have read and accept,ฉันได้อ่านและยอมรับ,module,Amasty_Gdpr
I agree and I want to proceed,ฉันเห็นด้วยและฉันต้องการดำเนินการต่อ,module,Amasty_Gdpr
Download,ดาวน์โหลด,module,Amasty_Gdpr
Download personal data,ดาวน์โหลดข้อมูลส่วนตัว,module,Amasty_Gdpr
Proceed,ดำเนินดำเนินการต่อ,module,Amasty_Gdpr
Privacy Policy,นโยบายความเป็นส่วนตัว,module,Amasty_Gdpr
Changes has been saved.,บันทึกการเปลี่ยนแปลงแล้ว,module,Amasty_Gdpr
"ActionLog with specified ID ""%1"" not found.","ไม่พบ ActionLog ที่มี ID ""%1""",module,Amasty_Gdpr
Unable to save actionLog with ID %1. Error: %2,ไม่สามารถบันทึก actionLog ID %1. Error: %2,module,Amasty_Gdpr
Unable to save new actionLog. Error: %1,ไม่สามารถบันทึกใหม่ actionLog. Error: %1,module,Amasty_Gdpr
Unable to remove actionLog. Error: %1,ไม่สามารถลบ actionLog Error: %1,module,Amasty_Gdpr
Unable to remove actionLog with ID %1. Error: %2,ไม่สามารถลบ actionLog ด้วย ID %1. Error: %2,module,Amasty_Gdpr
Privacy policy accepted.,ยอมรับนโยบายความเป็นส่วนตัว,module,Amasty_Gdpr
Current Password,รหัสผ่าน,module,Amasty_Gdpr
Wrong Password. Please recheck it.,รหัสผ่านผิด กรุณาตรวจสอบอีกครั้ง,module,Amasty_Gdpr
Policies text,รายละเอียดนโยบายความเป็นส่วนตัว,module,Amasty_Gdpr
"We can not process your account deletion request right now, because you have active Gift Registry.",เราไม่สามารถดำเนินการตามคำขอลบบัญชีของคุณได้ในขณะนี้ เนื่องจากคุณมี Gift Registry ที่ใช้งานอยู่,module,Amasty_Gdpr
We can not anonymize order,เราไม่สามารถปิดบังคำสั่งซื้อได้,module,Amasty_Gdpr
"We can not anonymize your account right now, because you have active Gift Registry",เราไม่สามารถปิดบังบัญชีของคุณได้ในขณะนี้ เนื่องจากคุณมี Gift Registry ที่ใช้งานอยู่,module,Amasty_Gdpr
"We can not anonymize your account right now, because you have non-completed order(s):%1",เราไม่สามารถปิดบังบัญชีของคุณได้ในขณะนี้ เนื่องจากคุณมีคำสั่งซื้อที่ยังไม่เสร็จสมบูรณ์:%1,module,Amasty_Gdpr
Delete account,ลบบัญชี,module,Amasty_Gdpr
Invalid Policy version.,เวอร์ชันนโยบายไม่ถูกต้อง,module,Amasty_Gdpr
Submit request,ส่งคำขอ,module,Amasty_Gdpr
Delete Request Submitted,ส่งคำขอลบข้อมูลแล้ว,module,Amasty_Gdpr
Something went wrong.,อะไรบางอย่างผิดปกติ.,module,Amasty_Gdpr
Read Privacy Policy,อ่านนโยบาย,module,Amasty_Gdpr
Read Cookie Policy,อ่านนโยบายคุกกี้,module,Amasty_Gdpr
You saved your cookie settings!,คุณบันทึกการตั้งค่าคุกกี้ของคุณแล้ว!,module,Amasty_GdprCookie
Please select and accept your Cookies Group,โปรดเลือกและยอมรับกลุ่มคุกกี้ของคุณ,module,Amasty_GdprCookie
"We apologize, but your free gift <strong>%1</strong> is not available at the moment",ขออภัย ของขวัญฟรี <strong>%1</strong> ของคุณไม่สามารถรับได้ในขณะนี้,module,Amasty_Promo
"We apologize, but requested quantity of free gift <strong>%1</strong> is not available at the moment",ขออภัย ของขวัญฟรี <strong>%1</strong> ของคุณไม่สามารถรับได้ในขณะนี้,module,Amasty_Promo
"We apologize, but your free gift <strong>%1</strong> is not available at the moment",ขออภัย ของขวัญฟรี <strong>%1</strong> ของคุณไม่สามารถรับได้ในขณะนี้,module,Amasty_Promo
AJAX Progress Image Path,เส้นทางภาพ Ajax Progress,module,Amasty_Scroll
Arrow and text,ลูกศรและข้อความ,module,Amasty_Scroll
Arrow and text (page edge),ลูกศรและข้อความ (ขอบหน้า),module,Amasty_Scroll
Arrow only,ลูกศรเท่านั้น,module,Amasty_Scroll
Automatic - on page scroll,อัตโนมัติ - บนหน้าเลื่อนหน้า,module,Amasty_Scroll
Back to Top,กลับไปด้านบน,module,Amasty_Scroll
Back to Top Button (optional),กลับไปที่ปุ่มด้านบน (ไม่บังคับ),module,Amasty_Scroll
Button,ปุ่ม,module,Amasty_Scroll
Button - on button click,ปุ่ม - เปิดปุ่มคลิก,module,Amasty_Scroll
Button Color,สีปุ่ม,module,Amasty_Scroll
Button color,สีปุ่ม,module,Amasty_Scroll
Button Color (Pressed),สีปุ่ม (กด),module,Amasty_Scroll
Button Style for Desktop,สไตล์ปุ่มสำหรับเดสก์ท็อป,module,Amasty_Scroll
Button Style for Mobile,สไตล์ปุ่มสำหรับมือถือ,module,Amasty_Scroll
Choose Yes to display info bar with current page number and total pages count,เลือกใช่เพื่อแสดงแถบข้อมูลที่มีหมายเลขหน้าปัจจุบันและจำนวนหน้าทั้งหมด,module,Amasty_Scroll
Choose Yes to display number of the current page above loaded products in the product listing,เลือกใช่เพื่อแสดงจำนวนหน้าปัจจุบันด้านบนผลิตภัณฑ์ที่โหลดในรายการผลิตภัณฑ์,module,Amasty_Scroll
Combined - automatic + button,รวม - ปุ่มอัตโนมัติ +,module,Amasty_Scroll
Combined - button + automatic,รวม - ปุ่ม + อัตโนมัติ,module,Amasty_Scroll
Display Page Numbers,แสดงหมายเลขหน้า,module,Amasty_Scroll
DOM Selectors (for custom themes),Dom Selectors (สำหรับธีมที่กำหนดเอง),module,Amasty_Scroll
Enabled,เปิดใช้งาน,module,Amasty_Scroll
Footer,ส่วนท้าย,module,Amasty_Scroll
General settings,การตั้งค่าทั่วไป,module,Amasty_Scroll
How many pages to scroll before 'Auto mode' applies.,มีกี่หน้าในการเลื่อนก่อนที่จะใช้ 'โหมดอัตโนมัติ',module,Amasty_Scroll
How many pages to scroll before 'Load More' button appears.,มีกี่หน้าในการเลื่อนก่อนที่ปุ่ม 'โหลดเพิ่มเติม' จะปรากฏขึ้น,module,Amasty_Scroll
Infinite Scroll,ม้วน,module,Amasty_Scroll
Information,ข้อมูล,module,Amasty_Scroll
Label for the Next Button,ฉลากสำหรับปุ่มถัดไป,module,Amasty_Scroll
Label for the Prev Button,ฉลากสำหรับปุ่มก่อนหน้า,module,Amasty_Scroll
Load Prev-Next Button (optional),โหลดปุ่ม prev-next (ไม่บังคับ),module,Amasty_Scroll
Loading Type,ประเภทการโหลด,module,Amasty_Scroll
None - module is disabled,ไม่มี - โมดูลถูกปิดใช้งาน,module,Amasty_Scroll
Number of Automatically Loaded Pages,จำนวนหน้าโหลดโดยอัตโนมัติ,module,Amasty_Scroll
Page #,หน้าหนังสือ #,module,Amasty_Scroll
Page has not been set.,ยังไม่ได้ตั้งค่าหน้า,module,Amasty_Scroll
Page Numbers Style,รูปแบบหมายเลขหน้า,module,Amasty_Scroll
"Please kindly note that only pages which were loaded with Infinite Scroll are considered as automatically loaded. E.g., if the setting is set to '2', the general number of pages visible for customers before 'Auto mode' applies will be '3'",โปรดทราบว่ามีเพียงหน้าเว็บที่เต็มไปด้วยการเลื่อนที่ไม่มีที่สิ้นสุดเท่านั้นที่ถือว่าเป็นโหลดโดยอัตโนมัติ เช่นหากการตั้งค่าถูกตั้งค่าเป็น '2' จำนวนหน้าทั่วไปที่มองเห็นได้สำหรับลูกค้าก่อนที่จะใช้ 'โหมดอัตโนมัติ' จะเป็น '3',module,Amasty_Scroll
"Please kindly note that only pages which were loaded with Infinite Scroll are considered as automatically loaded. E.g., if the setting is set to '2', the general number of pages visible for customers before 'Load More' button appearance will be '3'",โปรดทราบว่ามีเพียงหน้าเว็บที่เต็มไปด้วยการเลื่อนที่ไม่มีที่สิ้นสุดเท่านั้นที่ถือว่าเป็นโหลดโดยอัตโนมัติ เช่นหากการตั้งค่าถูกตั้งค่าเป็น '2' จำนวนหน้าทั่วไปที่มองเห็นได้สำหรับลูกค้าก่อนที่จะมีปุ่ม 'โหลดเพิ่มเติม' จะเป็น '3',module,Amasty_Scroll
Please update Amasty Base module. Re-upload it and replace all the files.,โปรดอัปเดตโมดูลพื้นฐาน Amasty อัปโหลดใหม่และแทนที่ไฟล์ทั้งหมด,module,Amasty_Scroll
Product Link,ลิงค์ผลิตภัณฑ์,module,Amasty_Scroll
