Surin,Buachet,บัวเชด
Surin,Phanom Dong Rak,พนมดงรัก
Surin,Si Narong,ศรีณรงค์
Surin,Khwao Sinrin,เขวาสินรินทร์
Surin,Non Narai,โนนนารายณ์
Si Sa Ket,Mueang Si Sa Ket,เมืองศรีสะเกษ
Si Sa Ket,Yang Chum Noi,ยางชุมน้อย
Si Sa Ket,Kanthararom,กันทรารมย์
Si Sa Ket,Kantharalak,กันทรลักษ์
Si Sa Ket,Khukhan,ขุขันธ์
Si Sa Ket,Phrai Bueng,ไพรบึง
Si Sa Ket,Prang Ku,ปรางค์กู่
Si Sa Ket,Khun Han,ขุนหาญ
Si Sa Ket,Rasi Salai,ราษีไศล
Si Sa Ket,Uthumphon Phisai,อุทุมพรพิสัย
Si Sa Ket,Bueng Bun,บึงบูรพ์
Si Sa Ket,Huai Thap Than,ห้วยทับทัน
Si Sa Ket,Non Khun,โนนคูณ
Si Sa Ket,Si Rattana,ศรีรัตนะ
Si Sa Ket,Nam Kliang,น้ำเกลี้ยง
Si Sa Ket,Wang Hin,วังหิน
Si Sa Ket,Phu Sing,ภูสิงห์
Si Sa Ket,Mueang Chan,เมืองจันทร์
Si Sa Ket,Benchalak,เบญจลักษ์
Si Sa Ket,Phayu,พยุห์
Si Sa Ket,Pho Si Suwan,โพธิ์ศรีสุวรรณ
Si Sa Ket,Sila Lat,ศิลาลาด
Ubon Ratchathani,Mueang Ubon Ratchathani,เมืองอุบลราชธานี
Ubon Ratchathani,Si Mueang Mai,ศรีเมืองใหม่
Ubon Ratchathani,Khong Chiam,โขงเจียม
Ubon Ratchathani,Khueang Nai,เขื่องใน
Ubon Ratchathani,Khemarat,เขมราฐ
Ubon Ratchathani,Det Udom,เดชอุดม
Ubon Ratchathani,Na Chaluai,นาจะหลวย
Ubon Ratchathani,Nam Yuen,น้ำยืน
Ubon Ratchathani,Buntharik,บุณฑริก
Ubon Ratchathani,Trakan Phuet Phon,ตระการพืชผล
Ubon Ratchathani,Kut Khaopun,กุดข้าวปุ้น
Ubon Ratchathani,Muang Sam Sip,ม่วงสามสิบ
Ubon Ratchathani,Warin Chamrap,วารินชำราบ
Ubon Ratchathani,Phibun Mangsahan,พิบูลมังสาหาร
Ubon Ratchathani,Tan Sum,ตาลสุม
Ubon Ratchathani,Pho Sai,โพธิ์ไทร
Ubon Ratchathani,Samrong,สำโรง
Ubon Ratchathani,Don Mot Daeng,ดอนมดแดง
Ubon Ratchathani,Sirindhorn,สิรินธร
Ubon Ratchathani,Thung Si Udom,ทุ่งศรีอุดม
Ubon Ratchathani,Na Yia,นาเยีย
Ubon Ratchathani,Na Tan,นาตาล
Ubon Ratchathani,Fang Kham,เหล่าเสือโก้ก
Ubon Ratchathani,Sawang Wirawong,สว่างวีระวงศ์
Ubon Ratchathani,Nam Khun,น้ำขุ่น
Yasothon,Mueang Yasothon,เมืองยโสธร
Yasothon,Sai Mun,ทรายมูล
Yasothon,Kut Chum,กุดชุม
Yasothon,Kham Khuean Kaeo,คำเขื่อนแก้ว
Yasothon,Pa Tio,ป่าติ้ว
Yasothon,Maha Chana Chai,มหาชนะชัย
Yasothon,Kho Wang,ค้อวัง
Yasothon,Loeng Nok Tha,เลิงนกทา
Yasothon,Thai Charoen,ไทยเจริญ
Chaiyaphum,Mueang Chaiyaphum,เมืองชัยภูมิ
Chaiyaphum,Ban Khwao,บ้านเขว้า
Chaiyaphum,Khon Sawan,คอนสวรรค์
Chaiyaphum,Kaset Sombun,เกษตรสมบูรณ์
Chaiyaphum,Nong Bua Daeng,หนองบัวแดง
Chaiyaphum,Chatturat,จัตุรัส
Chaiyaphum,Bamnet Narong,บำเหน็จณรงค์
Chaiyaphum,Nong Bua Rawe,หนองบัวระเหว
Chaiyaphum,Thep Sathit,เทพสถิต
Chaiyaphum,Phu Khiao,ภูเขียว
Chaiyaphum,Ban Thaen,บ้านแท่น
Chaiyaphum,Kaeng Khro,แก้งคร้อ
Chaiyaphum,Khon San,คอนสาร
Chaiyaphum,Phakdi Chumphon,ภักดีชุมพล
Chaiyaphum,Noen Sa-nga,เนินสง่า
Chaiyaphum,Sap Yai,ซับใหญ่
Amnat Charoen,Mueang Amnat Charoen,เมืองอำนาจเจริญ
Amnat Charoen,Chanuman,ชานุมาน
Amnat Charoen,Pathum Ratchawongsa,ปทุมราชวงศา
Amnat Charoen,Phana,พนา
Amnat Charoen,Senangkhanikhom,เสนางคนิคม
Amnat Charoen,Hua Taphan,หัวตะพาน
Amnat Charoen,Lue Amnat,ลืออำนาจ
Bueng Kan,Mueang Bueng Kan,เมืองบึงกาฬ
Bueng Kan,Phon Charoen,พรเจริญ
Bueng Kan,So Phisai,โซ่พิสัย
Bueng Kan,Seka,เซกา
Bueng Kan,Pak Khat,ปากคาด
Bueng Kan,Bueng Khong Long,บึงโขงหลง
Bueng Kan,Si Wilai,ศรีวิไล
Bueng Kan,Bung Khla,บุ่งคล้า
Nong Bua Lamphu,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู
Nong Bua Lamphu,Na Klang,นากลาง
Nong Bua Lamphu,Non Sang,โนนสัง
Nong Bua Lamphu,Si Bun Rueang,ศรีบุญเรือง
Nong Bua Lamphu,Suwannakhuha,สุวรรณคูหา
Nong Bua Lamphu,Na Wang,นาวัง
Khon Kaen,Mueang Khon Kaen,เมืองขอนแก่น
Khon Kaen,Ban Fang,บ้านฝาง
Khon Kaen,Phra Yuen,พระยืน
Khon Kaen,Nong Ruea,หนองเรือ
Khon Kaen,Chum Phae,ชุมแพ
Khon Kaen,Si Chomphu,สีชมพู
Khon Kaen,Nam Phong,น้ำพอง
Khon Kaen,Ubolratana,อุบลรัตน์
Khon Kaen,Kranuan,กระนวน
Khon Kaen,Ban Phai,บ้านไผ่
Khon Kaen,Pueai Noi,เปือยน้อย
Khon Kaen,Phon,พล
Khon Kaen,Waeng Yai,แวงใหญ่
Khon Kaen,Waeng Noi,แวงน้อย
Khon Kaen,Nong Song Hong,หนองสองห้อง
Khon Kaen,Phu Wiang,ภูเวียง
Khon Kaen,Mancha Khiri,มัญจาคีรี
Khon Kaen,Chonnabot,ชนบท
Khon Kaen,Khao Suan Kwang,เขาสวนกวาง
Khon Kaen,Phu Pha Man,ภูผาม่าน
Khon Kaen,Sam Sung,ซำสูง
Khon Kaen,Khok Pho Chai,โคกโพธิ์ไชย
Khon Kaen,Nong Na Kham,หนองนาคำ
Khon Kaen,Ban Haet,บ้านแฮด
Khon Kaen,Non Sila,โนนศิลา
Khon Kaen,Wiang Kao,เวียงเก่า
Udon Thani,Mueang Udon Thani,เมืองอุดรธานี
Udon Thani,Kut Chap,กุดจับ
Udon Thani,Nong Wua So,หนองวัวซอ
Udon Thani,Kumphawapi,กุมภวาปี
Udon Thani,Non Sa-at,โนนสะอาด
Udon Thani,Nong Han,หนองหาน
Udon Thani,Thung Fon,ทุ่งฝน
Udon Thani,Chai Wan,ไชยวาน
Udon Thani,Si That,ศรีธาตุ
Udon Thani,Wang Sam Mo,วังสามหมอ
Udon Thani,Ban Dung,บ้านดุง
Udon Thani,Ban Phue,บ้านผือ
Udon Thani,Nam Som,น้ำโสม
Udon Thani,Phen,เพ็ญ
Udon Thani,Sang Khom,สร้างคอม
Udon Thani,Na Yung,นายูง
Udon Thani,Phibun Rak,พิบูลย์รักษ์
Udon Thani,Ku Kaeo,กู่แก้ว
Udon Thani,Prachak Sinlapakhom,ประจักษ์ศิลปาคม
Loei,Mueang Loei,เมืองเลย
Loei,Na Duang,นาด้วง
Loei,Chiang Khan,เชียงคาน
Loei,Pak Chom,ปากชม
Loei,Dan Sai,ด่านซ้าย
Loei,Na Haeo,นาแห้ว
Loei,Phu Ruea,ภูเรือ
Loei,Tha Li,ท่าลี่
Loei,Wang Saphung,วังสะพุง
Loei,Phu Kradueng,ภูกระดึง
Loei,Phu Luang,ภูหลวง
Loei,Pha Khao,ผาขาว
Loei,Erawan,เอราวัณ
Loei,Nong Hin,หนองหิน
Nong Khai,Mueang Nong Khai,เมืองหนองคาย
Nong Khai,Tha Bo,ท่าบ่อ
Nong Khai,Phon Phisai,โพนพิสัย
Nong Khai,Si Chiang Mai,ศรีเชียงใหม่
Nong Khai,Sangkhom,สังคม
Nong Khai,Sakhrai,สระใคร
Nong Khai,Fao Rai,เฝ้าไร่
Nong Khai,Rattanawapi,รัตนวาปี
Nong Khai,Pho Tak,โพธิ์ตาก
Maha Sarakham,Mueang Maha Sarakham,เมืองมหาสารคาม
Maha Sarakham,Kae Dam,แกดำ
Maha Sarakham,Kosum Phisai,โกสุมพิสัย
Maha Sarakham,Kantharawichai,กันทรวิชัย
Maha Sarakham,Chiang Yuen,เชียงยืน
Maha Sarakham,Borabue,บรบือ
Maha Sarakham,Na Chueak,นาเชือก
Maha Sarakham,Phayakkhaphum Phisai,พยัคฆภูมิพิสัย
Maha Sarakham,Wapi Pathum,วาปีปทุม
Maha Sarakham,Na Dun,นาดูน
Maha Sarakham,Yang Si Surat,ยางสีสุราช
Maha Sarakham,Kut Rang,กุดรัง
Maha Sarakham,Chuen Chom,ชื่นชม
Roi Et,Mueang Roi Et,เมืองร้อยเอ็ด
Roi Et,Kaset Wisai,เกษตรวิสัย
Roi Et,Pathum Rat,ปทุมรัตต์
Roi Et,Chaturaphak Phiman,จตุรพักตรพิมาน
Roi Et,Thawat Buri,ธวัชบุรี
Roi Et,Phanom Phrai,พนมไพร
Roi Et,Phon Thong,โพนทอง
Roi Et,Pho Chai,โพธิ์ชัย
Roi Et,Nong Phok,หนองพอก
Roi Et,Selaphum,เสลภูมิ
Roi Et,Suwannaphum,สุวรรณภูมิ
Roi Et,Mueang Suang,เมืองสรวง
Roi Et,Phon Sai,โพนทราย
Roi Et,At Samat,อาจสามารถ
Roi Et,Moei Wadi,เมยวดี
Roi Et,Si Somdet,ศรีสมเด็จ
Roi Et,Changhan,จังหาร
Roi Et,Chiang Khwan,เชียงขวัญ
Roi Et,Nong Hi,หนองฮี
Roi Et,Thung Khao Luang,ทุ่งเขาหลวง
Kalasin,Mueang Kalasin,เมืองกาฬสินธุ์
Kalasin,Na Mon,นามน
Kalasin,Kamalasai,กมลาไสย
Kalasin,Rong Kham,ร่องคำ
Kalasin,Kuchinarai,กุฉินารายณ์
Kalasin,Khao Wong,เขาวง
Kalasin,Yang Talat,ยางตลาด
Kalasin,Huai Mek,ห้วยเม็ก
Kalasin,Sahatsakhan,สหัสขันธ์
Kalasin,Kham Muang,คำม่วง
Kalasin,Tha Khantho,ท่าคันโท
Kalasin,Nong Kung Si,หนองกุงศรี
Kalasin,Somdet,สมเด็จ
Kalasin,Huai Phueng,ห้วยผึ้ง
Kalasin,Sam Chai,สามชัย
Kalasin,Na Khu,นาคู
Kalasin,Don Chan,ดอนจาน
Kalasin,Khong Chai,ฆ้องชัย
Sakon Nakhon,Mueang Sakon Nakhon,เมืองสกลนคร
Sakon Nakhon,Kusuman,กุสุมาลย์
Sakon Nakhon,Kut Bak,กุดบาก
Sakon Nakhon,Phanna Nikhom,พรรณานิคม
Sakon Nakhon,Phang Khon,พังโคน
Sakon Nakhon,Waritchaphum,วาริชภูมิ
Sakon Nakhon,Nikhom Nam Un,นิคมน้ำอูน
Sakon Nakhon,Wanon Niwat,วานรนิวาส
Sakon Nakhon,Kham Ta Kla,คำตากล้า
Sakon Nakhon,Ban Muang,บ้านม่วง
Sakon Nakhon,Akat Amnuai,อากาศอำนวย
Sakon Nakhon,Sawang Daen Din,สว่างแดนดิน
Sakon Nakhon,Song Dao,ส่องดาว
Sakon Nakhon,Tao Ngoi,เต่างอย
Sakon Nakhon,Khok Si Suphan,โคกศรีสุพรรณ
Sakon Nakhon,Charoen Sin,เจริญศิลป์
Sakon Nakhon,Phon Na Kaeo,โพนนาแก้ว
Sakon Nakhon,Phu Phan,ภูพาน
Nakhon Phanom,Mueang Nakhon Phanom,เมืองนครพนม
Nakhon Phanom,Pla Pak,ปลาปาก
Nakhon Phanom,Tha Uthen,ท่าอุเทน
Nakhon Phanom,Ban Phaeng,บ้านแพง
Nakhon Phanom,That Phanom,ธาตุพนม
Nakhon Phanom,Renu Nakhon,เรณูนคร
Nakhon Phanom,Na Kae,นาแก
Nakhon Phanom,Si Songkhram,ศรีสงคราม
Nakhon Phanom,Na Wa,นาหว้า
Nakhon Phanom,Phon Sawan,โพนสวรรค์
Nakhon Phanom,Na Thom,นาทม
Nakhon Phanom,Wang Yang,วังยาง
Mukdahan,Mueang Mukdahan,เมืองมุกดาหาร
Mukdahan,Nikhom Kham Soi,นิคมคำสร้อย
Mukdahan,Don Tan,ดอนตาล
Mukdahan,Dong Luang,ดงหลวง
Mukdahan,Khamcha-i,คำชะอี
Mukdahan,Wan Yai,หว้านใหญ่
Mukdahan,Nong Sung,หนองสูง
Chiang Mai,Mueang Chiang Mai,เมืองเชียงใหม่
Chiang Mai,Mae Chaem,แม่แจ่ม
Chiang Mai,Chiang Dao,เชียงดาว
Chiang Mai,Doi Saket,ดอยสะเก็ด
Chiang Mai,Mae Taeng,แม่แตง
Chiang Mai,Mae Rim,แม่ริม
Chiang Mai,Samoeng,สะเมิง
Chiang Mai,Fang,ฝาง
Chiang Mai,Mae Ai,แม่อาย
Chiang Mai,Phrao,พร้าว
Chiang Mai,San Pa Tong,สันป่าตอง
Chiang Mai,San Kamphaeng,สันกำแพง
Chiang Mai,San Sai,สันทราย
Chiang Mai,Hang Dong,หางดง
Chiang Mai,Hot,ฮอด
Chiang Mai,Doi Tao,ดอยเต่า
Chiang Mai,Omkoi,อมก๋อย
Chiang Mai,Saraphi,สารภี
Chiang Mai,Wiang Haeng,เวียงแหง
Chiang Mai,Chai Prakan,ไชยปราการ
Chiang Mai,Mae Wang,แม่วาง
Chiang Mai,Mae On,แม่ออน
Chiang Mai,Doi Lo,ดอยหล่อ
Chiang Mai,Galayani Vadhana,กัลยาณิวัฒนา
Lamphun,Mueang Lamphun,เมืองลำพูน
Lamphun,Mae Tha,แม่ทา
Lamphun,Ban Hong,บ้านโฮ่ง
Lamphun,Li,ลี้
Lamphun,Thung Hua Chang,ทุ่งหัวช้าง
Lamphun,Pa Sang,ป่าซาง
Lamphun,Ban Thi,บ้านธิ
Lamphun,Wiang Nong Long,เวียงหนองล่อง
Lampang,Mueang Lampang,เมืองลำปาง
Lampang,Mae Mo,แม่เมาะ
Lampang,Ko Kha,เกาะคา
Lampang,Soem Ngam,เสริมงาม
Lampang,Ngao,งาว
Lampang,Chae Hom,แจ้ห่ม
Lampang,Wang Nuea,วังเหนือ
Lampang,Thoen,เถิน
Lampang,Mae Phrik,แม่พริก
Lampang,Sop Prap,สบปราบ
Lampang,Hang Chat,ห้างฉัตร
Lampang,Mueang Pan,เมืองปาน
Uttaradit,Mueang Uttaradit,เมืองอุตรดิตถ์
Uttaradit,Tron,ตรอน
Uttaradit,Tha Pla,ท่าปลา
Uttaradit,Nam Pat,น้ำปาด
